,name,author,num_page,language,user_rating,rating_num,reviews,genre_1,genre_2,genre_3,year,publisher
5882,The Other Queen,Philippa Gregory,438,English,3.69,46277,2909,Historical Fiction,Fiction,Historical,2008,Atria Books
5883,Spinning Silver,Naomi Novik,465,English,4.21,117521,17048,Fantasy,Fiction,Retellings,2018,Del Rey
5884,The Chronicles of Amber,Roger Zelazny,772,English,4.37,10911,256,Fantasy,Fiction,Science Fiction,1970,Gollancz
5885,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Gretchen Rubin,301,English,3.64,166374,13884,Nonfiction,Self Help,Memoir,2009,Harper
5886,Queen of Sorcery,David Eddings,326,English,4.14,71068,1348,Fantasy,Fiction,Epic Fantasy,1982,Del Rey
5887,Roses,Leila Meacham,609,English,4.07,16771,2263,Historical Fiction,Fiction,Romance,2010,Grand Central Publishing
5888,Ramayana,Vālmīki,461,English,4.2,4940,165,Classics,Mythology,India,401,University of California Press
5889,You Against Me,Jenny Downham,413,English,3.7,18481,1473,Young Adult,Romance,Contemporary,2010,David Fickling
5890,A Dance with Dragons 1: Dreams and Dust,George R.R. Martin,690,English,4.35,28727,1095,Fantasy,Fiction,Epic Fantasy,2011,HarperVoyager
5891,Who Could That Be at This Hour?,Lemony Snicket,258,English,3.84,27237,2762,Mystery,Middle Grade,Fiction,2012,Little Brown
5892,Dust,Hugh Howey,458,English,4.25,77371,4549,Science Fiction,Fiction,Dystopia,2013,Broad Reach Publishing
5893,SPQR: A History of Ancient Rome,Mary Beard,606,English,4.05,56041,3848,History,Nonfiction,Ancient History,2015,Liveright
5894,The Gene: An Intimate History,Siddhartha Mukherjee,592,English,4.35,45661,4239,Science,Nonfiction,History,2016,Scribner
5895,Marriage for One,Ella Maise,520,English,3.9,80340,9207,Romance,Contemporary,Contemporary Romance,2019,Ella Maise
5896,From the Corner of His Eye,Dean Koontz,746,English,4.06,32100,1434,Horror,Fiction,Thriller,2000,Random House Inc
5897,Morning Glory,LaVyrle Spencer,480,English,4.27,14299,1290,Romance,Historical Romance,Historical,1989,Grafton / HarperCollins
5898,The Replacement,Brenna Yovanoff,343,English,3.55,19846,2865,Young Adult,Fantasy,Horror,2010,Razorbill/Penguin Group
5899,The Darkest Surrender,Gena Showalter,426,English,4.38,32072,1162,Paranormal Romance,Paranormal,Romance,2011,HQN Books
5900,A Sand County Almanac and Sketches Here and There,Aldo Leopold,269,English,4.29,30152,1866,Nonfiction,Nature,Science,1949,Oxford University Press
5901,March: Book One,John             Lewis,128,English,4.34,53366,5740,Graphic Novels,Nonfiction,History,2013,Top Shelf Productions
5902,Cash,Johnny Cash,310,English,4.01,23400,828,Music,Biography,Nonfiction,1997,HarperOne
5903,Lilith's Brood,Octavia E. Butler,746,English,4.37,18873,1511,Science Fiction,Fiction,Fantasy,1987,Grand Central Publishing
5904,Sabotaged,Margaret Peterson Haddix,377,English,3.94,12090,851,Science Fiction,Historical Fiction,Young Adult,2010,Simon \u0026 Schuster Books for Young Readers
5905,Forever in Blue: The Fourth Summer of the Sisterhood,Ann Brashares,384,English,3.82,74054,1977,Young Adult,Fiction,Chick Lit,2007,Delacorte Books
5906,The Future of Us,Jay Asher,356,English,3.57,46922,5960,Young Adult,Romance,Fiction,2011,Razorbill
5907,The Metamorphosis and Other Stories,Franz Kafka,224,English,4.04,52110,1872,Classics,Fiction,Short Stories,1915,Barnes \u0026 Noble Classics
5908,Tales from Earthsea,Ursula K. Le Guin,280,English,4.08,24831,1259,Fantasy,Fiction,Short Stories,2001,Ace
5909,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver Sacks,318,English,4.15,21396,1244,Nonfiction,Science,Psychology,1995,Picador
5910,The Iron King,Maurice Druon,368,English,4.06,19071,1409,Historical Fiction,Fiction,Fantasy,1955,HarperCollins 
5911,Taggerung,Brian Jacques,448,English,4.15,15880,261,Fantasy,Fiction,Young Adult,2001,Firebird
5912,Jacob Have I Loved,Katherine Paterson,244,English,3.68,33412,2244,Young Adult,Fiction,Historical Fiction,1980,HarperCollins
5913,Lost in a Good Book,Jasper Fforde,399,English,4.13,52899,3067,Fantasy,Fiction,Mystery,2002,Penguin Books
5914,The Amber Room,Steve Berry,416,English,3.87,24577,1125,Thriller,Fiction,Mystery,2003,Ballantine Books
5915,The Quincunx,Charles Palliser,787,English,4.01,7901,624,Fiction,Historical Fiction,Mystery,1989,Ballantine Books
5916,A Year in Provence,Peter Mayle,224,English,3.99,73898,3747,Travel,Nonfiction,Memoir,1989,Vintage
5917,Revolting Rhymes,Roald Dahl,32,English,4.14,20343,1171,Poetry,Childrens,Fiction,1982,Puffin
5918,"Slide, a Modern Satire on the Excess of Greed",Saira Viola,128,English,4.31,49,21,Fantasy,Fiction,Fiction,2009,"Strategic Book Publishing \u0026 Rights Agency, LLC"
5919,Holidays on Ice,David Sedaris,176,English,3.9,122085,6536,Humor,Nonfiction,Short Stories,1997,Little Brown \u0026 Co (P)
5920,Some Girls Are,Courtney Summers,246,English,3.87,14698,1761,Young Adult,Contemporary,Romance,2010,St. Martin's Griffin
5921,Undying,Bernadette Azizi,244,English,4.06,48,6,Fantasy,Magical Realism,Fiction,2012,Eden Publications
5922,Tunnels,Roderick Gordon,464,English,3.62,17577,1735,Fantasy,Young Adult,Adventure,2007,Chicken House Publishing
5923,"Take a Deep Breath - 21 Top Tips for Relaxed, Rewarding and Healthy Life for Stressed Wage Earners",Michal Siwiec,53,English,4.0,14,0,Fantasy,Fiction,Fiction,2012,Vintage
5924,As the Matzo Ball Turns,Jozef Rothstein,244,English,4.43,30,18,Fantasy,Fiction,Fiction,2012,Jozef Rothstein
5925,"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,430,English,4.04,42279,4637,Nonfiction,Religion,History,2013,Alfred A. Knopf
5926,The Mystery of Revenge,G.X. Chen,164,English,4.09,80,19,Mystery,Fiction,Crime,2013,Tate Publishing
5927,Embassytown,China Miéville,345,English,3.89,30579,3461,Science Fiction,Fiction,Fantasy,2011,Del Rey
5928,Interview with a Master,Jason Luke,260,English,3.95,5217,1098,BDSM,Erotica,Romance,2014,Jason Luke
5929,A Capitalist in North Korea: My Seven Years in the Hermit Kingdom,Felix Abt,320,English,3.64,227,54,Nonfiction,Asia,Business,2012,Tuttle Publishing
5930,Lucky Go Happy: Make Happiness Happen!,Paul Van Der Merwe,108,English,4.31,86,20,Psychology,Self Help,Nonfiction,2014,Authorhouse
5931,Poet Anderson ...of Nightmares,Tom DeLonge,368,English,4.05,1129,204,Fantasy,Young Adult,Horror,2015,To the Stars
5932,The Book of Jubilees,Eric M. Black,183,English,4.69,13,6,Historical Fiction,Fantasy,Fiction,2006,Black Book Publishing
5933,The Summer that Melted Everything,Tiffany   McDaniel,310,English,3.99,11162,2174,Fiction,Magical Realism,Contemporary,2016,St. Martin's Press
5934,Stuck in the Game,Christopher Keene,185,English,3.91,289,66,Fantasy,Science Fiction,Young Adult,2016,Future House Publishing
5937,Dragons Don't Dance Ballet,Jennifer Carson,32,English,4.52,71,28,Childrens,Picture Books,Dragons,2006,Vinal Publishing
5938,Last Days,Adam Nevill,531,English,3.82,6565,957,Horror,Fiction,Paranormal,2012,St. Martin's Griffin
5939,Little Heaven,Nick Cutter,496,English,3.8,6312,1044,Horror,Fiction,Thriller,2017,Gallery Books
5940,A Pickle for the Knowing Ones or Plain Truths in a Homespun Dress,Timothy Dexter,40,English,3.69,236,93,Nonfiction,Classics,History,1802,Vintage
5941,Red Hands,Christopher Golden,320,English,3.51,749,166,Horror,Thriller,Fiction,2020,St. Martin's Press
5942,This Time Tomorrow,Emma Straub,310,English,3.81,99135,10382,Fiction,Time Travel,Audiobook,2022,Riverhead Books
5943,"Horae Homileticae (Volume 14); Or, Discourses (Principally in the Form of Skeletons) Now First Digested Into One Continued Series and Forming a",Charles Simeon,412,English,0.0,0,0,Fantasy,Fiction,Fiction,2010,General Books
5944,Skeleton Canyon,J.A. Jance,387,English,4.05,6260,277,Mystery,Fiction,Mystery Thriller,1997,Avon
5945,Skeleton Creek,Patrick Carman,181,English,4.05,7740,1262,Mystery,Horror,Young Adult,2009,International Literary Properties
5946,Beyond the Highland Mist,Karen Marie Moning,375,English,3.95,70160,3401,Romance,Time Travel,Historical Romance,1999,Dell
5947,Lord of the Shadows,Darren Shan,220,English,4.22,22319,499,Fantasy,Young Adult,Horror,2005,Time Warner Book Group
5948,Dark Triumph,Robin LaFevers,387,English,4.14,41638,3754,Fantasy,Young Adult,Historical Fiction,2013,Houghton Mifflin Books for Children
5949,Just Around The Bend: Más o Menos,Renée Paule,168,English,4.47,62,25,Philosophy,Inspirational,Self Help,2014,RPG Publishing
5950,The Magician's Land,Lev Grossman,402,English,4.14,73968,5525,Fantasy,Fiction,Magic,2014,Plume
5951,The Millennial Reincarnations,Daniel M.  Harrison,367,English,3.83,40,17,Novels,Psychology,Fiction,2015,Publick Media Publishing
5952,Asyri: The Wrath of the Fire Stone,Robyn Ellington-Jones,238,English,4.33,12,2,Fantasy,Fiction,Fiction,2006,ageProps
5953,The Cartel,Don Winslow,616,English,4.34,32646,2610,Fiction,Crime,Thriller,2015,Knopf
5954,The Odessa File,Frederick Forsyth,334,English,4.14,58815,953,Fiction,Thriller,Historical Fiction,1972,Bantam Books
5955,Something Blue,Emily Giffin,338,English,3.94,218214,7629,Chick Lit,Romance,Fiction,2005,St. Martin's Griffin
5956,1/4 جرام,Essam Youssef,635,Arabic,4.01,19212,2094,Novels,Fiction,Literature,2008,الدار المصرية اللبنانية
5957,"Human, All Too Human: A Book for Free Spirits",Friedrich Nietzsche,428,English,4.19,11243,428,Philosophy,Nonfiction,Classics,1878,Cambridge University Press
5958,The Real Book of the Dead,Collette Sinclaire,182,English,4.12,74,18,Fantasy,Fiction,Fiction,2013,Risch Media Group
5959,By Your Side,Kasie West,346,English,3.86,49321,6686,Romance,Young Adult,Contemporary,2017,HarperTeen
5960,Bloodhound,Tamora Pierce,554,English,4.28,37532,1266,Fantasy,Young Adult,Fiction,2009,Random House
5961,"The Sandman, Vol. 6: Fables & Reflections",Neil Gaiman,264,English,4.42,56601,1853,Graphic Novels,Comics,Fantasy,1993,DC Comics
5962,Whispers of the Dead,Simon Beckett,319,English,4.12,12991,629,Thriller,Crime,Mystery,2010,Bantam Press
5963,The Enchanted Wood,Enid Blyton,213,English,4.24,27411,1063,Fantasy,Childrens,Fiction,1939,Egmont Childrens Books
5964,Cascade,Lisa Tawn Bergren,399,English,4.25,11263,993,Time Travel,Historical Fiction,Young Adult,2011,David C. Cook
5965,A Single Man,Christopher Isherwood,186,English,4.08,30882,2688,Fiction,Classics,LGBT,1964,Univ Of Minnesota Press
5966,Talisman of El,Alecia Stone,364,English,3.94,535,209,Fantasy,Young Adult,Paranormal,2012,Centrinian Publishing Ltd
5967,The Golden Scallop,R.L.  Douglas,390,English,4.33,3,0,Fantasy,Fiction,Fiction,2006,KDP
5968,Fish in a Tree,Lynda Mullaly Hunt,288,English,4.26,68340,7565,Middle Grade,Realistic Fiction,Fiction,2015, Nancy Paulsen Books
5969,Jewels of the Sun,Nora Roberts,347,English,4.22,64039,1520,Romance,Contemporary Romance,Fiction,1999,Jove
5970,"He, She and It",Marge Piercy,448,English,3.98,5543,467,Science Fiction,Fiction,Dystopia,1991,Fawcett
5971,Heroes Die,Matthew Woodring Stover,535,English,4.09,11916,733,Fantasy,Science Fiction,Fiction,1998,Random House Inc
5972,Curtain,Agatha Christie,215,English,4.09,41175,2564,Mystery,Fiction,Crime,1975,Berkley
5973,L'avare,Molière,79,French,3.61,26275,1313,Classics,Plays,France,1668,NATHAN
5974,Castle of Wizardry,David Eddings,375,English,4.17,74543,905,Fantasy,Fiction,Epic Fantasy,1984,Del Rey
5975,Night Road,Kristin Hannah,385,English,4.22,161920,13129,Fiction,Romance,Chick Lit,2011,St. Martin's Press
5976,Diary of a Drug Fiend,Aleister Crowley,384,English,3.79,3027,157,Fiction,Occult,Classics,1922,Red Wheel/Weiser
5977,Dragondrums,Anne McCaffrey,243,English,4.09,34860,723,Fantasy,Science Fiction,Dragons,1979,Simon \u0026 Schuster Aladddin Paperbacks
5978,"Geisha, a Life",Mineko Iwasaki,297,English,3.92,23483,1552,Nonfiction,Japan,Biography,2002,Washington Square Press
5979,Incidents in the Life of a Slave Girl,Harriet Ann Jacobs,176,English,4.14,51157,3014,Nonfiction,History,Classics,1861,Dover Publications
5980,Empire of the Senseless,Kathy Acker,240,English,3.67,1350,112,Fiction,Science Fiction,Novels,1988,Grove Press
5981,Running Barefoot,Amy Harmon,443,English,4.29,15355,1799,Romance,Contemporary,Young Adult,2012,Vintage
5982,The Happy Prince and Other Tales,Oscar Wilde,96,English,4.11,19624,1477,Classics,Short Stories,Fiction,1888,Everyman's Library
5984,A Newborn Business: Esports,Zoltan Andrejkovics,101,English,4.34,65,10,Gaming,Business,Sports,2006,Independently published
5985,Exit Unicorns,Cindy Brandner,500,English,3.98,1353,171,Historical Fiction,Ireland,Fiction,2000,Authorhouse
5986,Finley’s Way,Julie Mannino,72,English,4.76,25,15,Fantasy,LGBT,Fiction,2006,Vintage
5987,Warping Minds & Other Misdemeanors,Annette Marie,296,English,4.25,5416,512,Urban Fantasy,Fantasy,Paranormal,2020,Vintage
5988,Jo's Boys,Louisa May Alcott,336,English,3.83,35381,1175,Classics,Fiction,Young Adult,1886,William Collins
5989,This Thing of Darkness,Harry Thompson,626,English,4.51,2753,358,Historical Fiction,Fiction,Historical,2005,Review
5990,Sostiene Pereira,Antonio Tabucchi,192,Spanish; Castilian,4.18,26306,2072,Fiction,Italian Literature,Portugal,1994,Anagrama
5991,Captured,Erica Stevens,168,English,4.02,20297,1456,Vampires,Paranormal,Romance,2012,Gilmour-Cox
5992,Words on Fire,Jennifer A. Nielsen,336,English,4.25,8914,1233,Historical Fiction,Middle Grade,Historical,2019,Scholastic Press
5993,Stay with Me,Nicole Fiorina,359,English,4.1,13465,1968,Romance,Dark,New Adult,2019,Independently published
5994,Little Children,Tom Perrotta,355,English,3.63,31523,2440,Fiction,Contemporary,Adult Fiction,2004,St. Martin's Griffin
5995,Anne of Windy Poplars,L.M. Montgomery,288,English,4.03,91913,4170,Classics,Fiction,Young Adult,1936,Turtleback Books
5996,Not Open: Win The Invisible Spiritual Culture War,Lisa Cherry,244,English,4.29,17,2,Christianity,Fiction,Fiction,2014,HonorNet
5997,Skeleton Key,Anthony Horowitz,327,English,4.07,54189,1665,Young Adult,Fiction,Adventure,2002,Puffin Books
5999,First Rider's Call,Kristen Britain,596,English,4.22,22760,735,Fantasy,Fiction,Magic,2003,Daw Books
6000,Magician's Gambit,David Eddings,305,English,4.14,90090,1096,Fantasy,Fiction,Epic Fantasy,1983,Del Rey
6001,The Sicilian,Mario Puzo,416,English,4.01,24973,1027,Fiction,Crime,Thriller,1984,Ballantine Books
6002,His Last Bow,Arthur Conan Doyle,242,English,4.25,43014,1282,Mystery,Classics,Fiction,1917,Headline
6003,The Almond Tree,Michelle Cohen Corasanti,348,English,4.14,6354,2123,Historical Fiction,Fiction,War,2012,Garnet Publishing
6004,The Valley of Fear,Arthur Conan Doyle,7,English,3.97,44138,2669,Classics,Mystery,Fiction,1915,Naxos Audio Books
6005,Eternal Rider,Larissa Ione,402,English,4.18,23969,1442,Paranormal Romance,Paranormal,Romance,2011,Grand Central Publishing
6006,Mysterious Skin,Scott Heim,292,English,4.12,9939,688,Fiction,LGBT,Queer,1995,Harper Perennial
6007,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,254,English,3.95,224186,13289,Self Help,Nonfiction,Personal Development,2013,Running Press Adult
6008,Jubal's Field Trip To Heaven: Jubal and Chanan Enter Through the Narrow Gate,Ginger Baum,25,English,4.91,190,18,Fantasy,Fiction,Fiction,2019,Vintage
6009,"Speak, Memory",Vladimir Nabokov,255,English,4.07,15881,1078,Nonfiction,Memoir,Biography,1966,Penguin
6010,Mr. Nice,Howard Marks,560,English,3.91,9664,340,Nonfiction,Biography,Autobiography,1996,Canongate UK
6011,Dark Needs at Night's Edge,Kresley Cole,368,English,4.29,49758,1760,Paranormal Romance,Paranormal,Romance,2008,Pocket Books
6012,God's Smuggler,Brother Andrew,256,English,4.34,40767,1477,Christian,Biography,Nonfiction,1964,Chosen Books
6013,"Burning in Water, Drowning in Flame",Charles Bukowski,232,English,4.08,8155,500,Poetry,Fiction,Classics,1974,Ecco
6014,Perfection,R.L. Mathewson,247,English,4.13,64862,2981,Romance,Contemporary Romance,Contemporary,2011,Vintage
6015,Passenger,Alexandra Bracken,496,English,3.76,40162,6439,Fantasy,Young Adult,Time Travel,2016,Disney-Hyperion
6016,Midnight Bayou,Nora Roberts,338,English,3.99,33926,1185,Romance,Fiction,Mystery,2001,Jove
6017,Son of a Witch,Gregory Maguire,352,English,3.49,61214,3644,Fantasy,Fiction,Adult,2005,William Morrow Paperbacks
6018,Tick Tock,Dean Koontz,352,English,3.75,33621,1240,Horror,Fiction,Thriller,1996,Random House 
6019,The Lottery,Shirley Jackson,30,English,4.06,80889,4901,Short Stories,Classics,Horror,1948,Perfection Learning
6020,The Complete Tales and Poems of Winnie-the-Pooh,A.A. Milne,557,English,4.48,44476,507,Classics,Childrens,Fiction,1961,Dutton Books for Young Readers
6021,Confessions of a Mask,Yukio Mishima,224,English,3.95,26325,2174,Fiction,Japan,Japanese Literature,1949,Peter Owen
6022,On the Come Up,Angie Thomas,464,English,4.28,91849,11930,Young Adult,Contemporary,Fiction,2019,Balzer + Bray
6023,The Price of Salt,Claire  Morgan,292,English,4.01,63421,5894,Fiction,LGBT,Romance,1952,W.W. Norton \u0026 Company
6024,Crier's War,Nina Varela,464,English,4.15,33866,5121,Fantasy,LGBT,Lesbian,2019,Quill Tree Books
6025,Obama: From Promise to Power,David Mendell,416,English,4.15,2324,106,Biography,Nonfiction,Politics,2007,Amistad
6026,Oh. My. Gods.,Tera Lynn Childs,272,English,3.78,15118,1091,Young Adult,Mythology,Fantasy,2008,Dutton Juvenile
6027,The Sight,Erin Hunter,363,English,4.31,26075,856,Fantasy,Animals,Middle Grade,2007,HarperCollins
6028,"Youth in Revolt: The Journals of Nick Twisp, Book One",C.D. Payne,512,English,4.02,9473,901,Fiction,Young Adult,Humor,1993,Crown
6029,Chronicles: Volume One,Bob Dylan,320,English,3.97,55269,2136,Music,Nonfiction,Biography,2004,Simon  Schuster
6030,Tales from a Not-So-Talented Pop Star,Rachel Renée Russell,300,English,4.26,45902,1418,Middle Grade,Childrens,Realistic Fiction,2011,Aladdin
6031,The Years Distilled: Verses,Dennis Sharpe,210,English,4.75,32,7,Fantasy,Fiction,Fiction,2010,Createspace Independent Publishing Platform
6032,The Changeling,Christopher  Shields,300,English,4.12,342,26,Fantasy,Fae,Urban Fantasy,2012,Weald Fae Journals
6033,Erebos,Ursula Poznanski,486,German,4.1,21709,1843,Young Adult,Thriller,Science Fiction,2010,Loewe
6034,A Dance with Dragons 2: After the Feast,George R.R. Martin,560,English,4.43,28371,1367,Fantasy,Fiction,High Fantasy,2011,HarperVoyager
6035,Extreme Measures,Vince Flynn,448,English,4.32,51606,1106,Fiction,Thriller,Espionage,2008,Atria Books
6036,The Wind Through the Keyhole,Stephen King,322,English,4.15,78480,5915,Fantasy,Fiction,Horror,2012,Scribner
6037,چراغ‌ها را من خاموش می‌کنم,Zoya Pirzad,293,Persian,3.58,9310,653,Novels,Fiction,Iran,2002,مرکز
6038,The Female of the Species,Mindy McGinnis,368,English,4.16,34678,7088,Young Adult,Contemporary,Fiction,2016,Katherine Tegen Books
6039,Still Me,Jojo Moyes,469,English,4.12,190891,14773,Romance,Fiction,Chick Lit,2018,Penguin Books
